x_transformed,y_transformed,group
17953.078,13984.308,Memory B Cell
17953.676,13962.967,Memory B Cell
18038.576,13977.391,Memory B Cell
18015.21,13960.291,Memory B Cell
18019.674,13994.843,Regulatory T Cell
17997.637,13984.936,Memory B Cell
17978.688,13984.3125,Memory B Cell
17993.78,13960.562,Memory B Cell
18033.03,14009.171,Naive B Cell
17995.771,14005.58,B Cell
18012.97,14011.838,CD8+ αβ Memory T Cell
18138.82,13913.31,Naive B Cell
18116.195,13917.49,Memory B Cell
18122.252,13897.851,Memory B Cell
17936.814,13921.06,Memory B Cell
17915.92,13912.949,CD8+ αβ Memory T Cell
17912.875,13938.146,B Cell
17937.607,13943.7705,Memory B Cell
17964.928,13919.157,CD8+ αβ Memory T Cell
17953.426,13906.862,Memory B Cell
17956.373,13937.643,Memory B Cell
18021.666,13921.001,Memory B Cell
17994.037,13937.453,B Cell
17985.363,13920.717,Regulatory T Cell
18007.203,13909.191,Memory B Cell
18096.37,13938.174,Memory B Cell
18024.352,13937.722,Memory B Cell
18056.469,13945.312,Memory B Cell
18062.63,13931.349,Memory B Cell
18125.744,13936.892,Memory B Cell
18087.51,13916.89,B Cell
18044.44,13916.322,Memory B Cell
18068.152,13911.814,Memory B Cell
17877.766,13946.026,T Cell
17847.156,13959.265,Memory B Cell
17861.643,13973.986,Memory B Cell
17837.234,13986.47,Memory B Cell
17821.629,14014.979,Endothelial Cell
17878.727,14015.427,Memory B Cell
17852.285,13997.712,Memory B Cell
17875.965,13992.666,B Cell
17731.719,13969.348,Effector CD4+ αβ T Cell
17680.604,13968.702,B Cell
17699.502,13962.235,CD8+ αβ Memory T Cell
17662.86,13997.746,B Cell
17633.654,14016.689,Memory B Cell
17641.393,13992.199,B Cell
17726.113,14008.051,Memory B Cell
17685.363,14009.666,B Cell
17703.32,13996.573,B Cell
17809.207,13964.726,Memory B Cell
17823.879,13978.675,Memory B Cell
17756.553,14014.851,B Cell
17782.414,14008.612,Memory B Cell
17749.762,13979.782,Regulatory T Cell
17757.55,13994.999,Memory B Cell
17778.758,13985.514,Regulatory T Cell
17822.545,13944.1875,CD141+ Myeloid Dendritic Cell
17723.588,13932.531,B Cell
17688.607,13946.44,B Cell
17704.23,13927.1875,Endothelial Cell
17715.057,13953.125,Hematopoietic Stem Cell
17721.979,13898.681,B Cell
17632.43,13905.72,Regulatory T Cell
17742.91,13906.549,Hematopoietic Stem Cell
17789.418,13912.59,Regulatory T Cell
17739.756,13953.338,Innate Lymphoid Cell
17741.727,13933.453,CD8+ αβ Memory T Cell
17759.373,13920.242,Memory B Cell
17764.871,13940.297,Memory B Cell
17545.012,14127.695,CD8+ αβ Memory T Cell
17423.123,14149.068,Naive Thymus Derived CD4+ αβ T Cell
17503.7,14144.262,B Cell
17510.781,14129.281,Regulatory T Cell
17526.182,14145.983,Memory B Cell
17525.838,14127.422,Naive B Cell
17528.988,14103.818,Memory B Cell
17498.111,14103.867,CD8+ αβ Memory T Cell
17514.547,14108.082,Memory B Cell
17547.229,14102.569,B Cell
17448.727,14052.591,CD1c+ Myeloid Dendritic Cell
17403.695,14038.146,Regulatory T Cell
17423.771,14040.304,T Cell
17551.441,14043.905,Hematopoietic Stem Cell
17551.857,14080.075,Naive Thymus Derived CD4+ αβ T Cell
17517.857,14054.62,Naive Thymus Derived CD4+ αβ T Cell
17514.498,14078.48,B Cell
17533.287,14073.441,Regulatory T Cell
17501.451,14042.539,Hematopoietic Stem Cell
17498.258,14063.069,CD1c+ Myeloid Dendritic Cell
17531.57,14042.217,Innate Lymphoid Cell
17478.994,14038.8,Memory B Cell
17532.715,14016.914,B Cell
17513.441,14026.907,CD8+ αβ Memory T Cell
17611.912,13928.948,B Cell
17556.445,13901.177,Hematopoietic Stem Cell
17577.951,13902.399,Effector CD4+ αβ T Cell
17585.434,13924.775,Memory B Cell
17521.887,13924.86,Endothelial Cell
17438.572,13907.004,Effector CD4+ αβ T Cell
17469.025,13932.122,B Cell
17474.508,13904.25,B Cell
17496.262,13921.867,Effector CD4+ αβ T Cell
17529.227,13956.715,Effector CD4+ αβ T Cell
17429.86,13951.386,Memory B Cell
17453.326,13957.404,Memory B Cell
17474.7,13959.333,Memory B Cell
17505.453,13944.803,B Cell
17610.186,13957.159,Memory B Cell
17548.803,13950.138,B Cell
17567.229,13956.107,CD4+ αβ Memory T Cell
17579.402,13944.681,Innate Lymphoid Cell
17473.307,13982.966,Memory B Cell
17450.484,13985.334,Naive B Cell
17463.547,13997.275,Memory B Cell
17433.004,13980.496,Memory B Cell
17396.547,13985.404,CD8+ αβ Memory T Cell
17416.895,13984.971,Memory B Cell
17461.498,14013.055,CD8+ αβ Memory T Cell
17402.852,14010.359,Memory B Cell
17421.082,14014.86,Memory B Cell
17444.828,14019.828,Naive B Cell
17608.42,13986.739,Memory B Cell
17563.896,14000.267,Memory B Cell
17567.344,13979.134,Memory B Cell
17590.043,13994.936,CD8+ αβ Memory T Cell
17507.08,14008.482,Memory B Cell
17476.902,14001.61,Memory B Cell
17487.85,14016.365,B Cell
17508.838,13973.918,Memory B Cell
17491.271,13974.48,Memory B Cell
17497.727,13993.947,B Cell
17539.436,13980.55,Memory B Cell
17520.096,13994.155,Memory B Cell
17541.518,14000.464,Memory B Cell
17874.615,14138.685,CD8+ αβ Memory T Cell
17834.75,14113.0205,Naive B Cell
17841.955,14133.7,CD4+ αβ Memory T Cell
17856.71,14124.317,Memory B Cell
17851.219,14081.94,Memory B Cell
17865.24,14105.634,B Cell
17866.56,14068.479,CD4+ αβ Memory T Cell
17867.459,14088.419,Regulatory T Cell
17842.1,14099.27,Memory B Cell
17734.912,14094.213,Naive Thymus Derived CD4+ αβ T Cell
17751.428,14103.067,Memory B Cell
17772.873,14094.921,Naive Thymus Derived CD4+ αβ T Cell
17796.746,14092.125,Memory B Cell
17818.242,14098.213,Memory B Cell
17762.305,14135.721,B Cell
17738.504,14124.604,Memory B Cell
17769.416,14114.161,Effector CD8+ αβ T Cell
17827.824,14142.766,Hematopoietic Stem Cell
17786.162,14130.401,CD8+ αβ Memory T Cell
17795.574,14113.776,Memory B Cell
17822.332,14120.37,Effector CD8+ αβ T Cell
17828.83,14053.293,CD8+ αβ Memory T Cell
17778.8,14074.753,B Cell
17805.93,14067.499,Memory B Cell
17841.451,14066.061,B Cell
17824.543,14079.255,Innate Lymphoid Cell
17724.508,14112.8125,CD4+ αβ Memory T Cell
17693.777,14106.503,Innate Lymphoid Cell
17705.416,14129.684,B Cell
17638.758,14059.633,B Cell
17618.984,14076.429,Memory B Cell
17611.826,14064.428,B Cell
17607.22,14098.138,Effector CD4+ αβ T Cell
17572.512,14105.132,Memory B Cell
17581.32,14080.004,Innate Lymphoid Cell
17600.273,14056.999,Innate Lymphoid Cell
17572.324,14055.405,Plasma Cell
17614.527,14030.973,Memory B Cell
17578.283,14025.228,CD8+ αβ Memory T Cell
17590.934,14042.524,Regulatory T Cell
17638.777,14038.826,Naive B Cell
17665.822,14141.873,Memory B Cell
17638.943,14116.014,CD8+ αβ Memory T Cell
17644.059,14142.801,B Cell
17624.871,14133.987,Memory B Cell
17561.342,14137.283,Hematopoietic Stem Cell
17574.877,14127.332,Memory B Cell
17603.314,14139.973,B Cell
17602.74,14120.525,Plasma Cell
17622.322,14115.582,CD4+ αβ Memory T Cell
17763.348,14047.549,Memory B Cell
17756.727,14074.248,Memory B Cell
17697.18,14047.287,Memory B Cell
17684.787,14089.071,Memory B Cell
17701.396,14075.288,Memory B Cell
17715.883,14091.174,T Cell
17717.594,14056.446,B Cell
17661.23,14049.043,Memory B Cell
17708.877,14020.791,B Cell
17654.945,14026.879,Memory B Cell
17669.89,14022.718,Memory B Cell
17686.014,14032.002,Memory B Cell
17728.695,14035.748,Memory B Cell
17735.016,14068.107,B Cell
17740.08,14049.196,B Cell
17927.215,13852.429,Regulatory T Cell
17843.926,13860.993,Hematopoietic Stem Cell
17872.633,13863.656,Memory B Cell
17886.156,13855.278,Endothelial Cell
17911.254,13864.34,Macrophage
17627.588,13883.022,Memory B Cell
17594.594,13860.199,Memory B Cell
17614.137,13864.579,B Cell
17906.123,13881.657,CD1c+ Myeloid Dendritic Cell
17822.69,13892.203,Regulatory T Cell
17819.195,13867.805,Innate Lymphoid Cell
17857.902,13873.502,Memory B Cell
17884.67,13885.971,Effector CD4+ αβ T Cell
17899.148,13899.063,Naive Thymus Derived CD4+ αβ T Cell
17935.73,13894.409,Memory B Cell
17940.549,13871.361,Hematopoietic Stem Cell
17817.428,13849.018,Innate Lymphoid Cell
17748.049,13883.688,Effector CD8+ αβ T Cell
17759.62,13852.742,Macrophage
17799.791,13865.486,Memory B Cell
17645.459,13761.49,Macrophage
17632.96,13734.323,Regulatory T Cell
17514.67,13774.963,Hematopoietic Stem Cell
17534.53,13773.702,Endothelial Cell
17551.758,13776.979,Macrophage
17564.33,13761.07,Memory B Cell
17435.205,13754.234,CD141+ Myeloid Dendritic Cell
17534.27,13729.551,Regulatory T Cell
17536.098,13755.188,Hematopoietic Stem Cell
17554.965,13731.27,Effector CD8+ αβ T Cell
17714.555,13817.451,B Cell
17660.32,13831.123,CD4+ αβ Memory T Cell
17679.967,13835.843,Non Classical Monocyte
17567.719,13795.519,Endothelial Cell
17533.355,13816.527,Effector CD4+ αβ T Cell
17557.76,13810.41,CD4+ αβ Memory T Cell
17606.766,13838.091,B Cell
17523.334,13852.504,Memory B Cell
17555.246,13860.361,Memory B Cell
17567.824,13846.289,B Cell
17586.479,13836.259,Memory B Cell
17897.541,13812.448,Endothelial Cell
17876.055,13833.316,B Cell
17896.12,13836.698,Effector CD4+ αβ T Cell
17795.781,13829.665,Regulatory T Cell
17742.713,13794.785,Memory B Cell
17754.254,13826.114,Innate Lymphoid Cell
17788.527,13792.767,Naive Thymus Derived CD4+ αβ T Cell
17834.148,13759.013,Memory B Cell
17722.578,13747.0625,Memory B Cell
17792.402,13734.141,Regulatory T Cell
17814.416,13756.813,Effector CD4+ αβ T Cell
17862.037,13805.561,Hematopoietic Stem Cell
17846.725,13783.2705,Regulatory T Cell
17820.695,13807.814,Regulatory T Cell
17831.73,13794.228,Effector CD4+ αβ T Cell
17836.334,13837.177,Macrophage
17849.865,13822.244,Hematopoietic Stem Cell
17653.896,13505.769,Regulatory T Cell
17585.104,13513.272,B Cell
17598.59,13525.82,T Cell
17617.463,13532.1875,Effector CD4+ αβ T Cell
17632.283,13528.198,Regulatory T Cell
17650.885,13525.604,Memory B Cell
17560.53,13522.666,Memory B Cell
17538.29,13515.353,Macrophage
17576.764,13492.524,Innate Lymphoid Cell
17551.686,13489.537,Macrophage
17555.67,13467.236,B Cell
17641.89,13493.883,Memory B Cell
17608.84,13491.867,Plasma Cell
17616.146,13511.774,Plasma Cell
17632.775,13474.67,Memory B Cell
17532.639,13465.718,B Cell
17516.334,13473.315,B Cell
17520.363,13495.101,Endothelial Cell
17447.467,13498.193,Memory B Cell
17419.766,13480.968,Memory B Cell
17419.87,13507.292,Memory B Cell
17440.012,13477.14,Naive B Cell
17491.994,13478.961,Memory B Cell
17465.95,13482.152,B Cell
17494.482,13508.588,Endothelial Cell
17618.148,13585.639,Memory B Cell
17582.807,13548.13,Memory B Cell
17607.805,13550.403,Regulatory T Cell
17497.379,13580.015,Memory B Cell
17477.363,13584.635,Memory B Cell
17491.725,13560.582,CD141+ Myeloid Dendritic Cell
17566.666,13562.006,Regulatory T Cell
17519.316,13587.852,Hematopoietic Stem Cell
17549.342,13557.719,Memory B Cell
17871.557,13610.414,Effector CD4+ αβ T Cell
17802.682,13603.472,Hematopoietic Stem Cell
17821.951,13615.191,Regulatory T Cell
17731.197,13611.236,Plasma Cell
17681.045,13614.227,Regulatory T Cell
17703.73,13599.024,Hematopoietic Stem Cell
17834.297,13649.832,Regulatory T Cell
17745.562,13642.199,Type I NK T Cell
17775.164,13655.827,Effector CD4+ αβ T Cell
17804.889,13668.865,CD4+ αβ Memory T Cell
17542.943,13635.407,Memory B Cell
17507.89,13626.485,Memory B Cell
17516.045,13656.478,Memory B Cell
17518.178,13608.499,Memory B Cell
17497.365,13599.872,B Cell
17547.012,13692.469,CD8+ αβ Memory T Cell
17501.643,13695.927,Effector CD4+ αβ T Cell
17525.02,13694.637,Memory B Cell
17708.783,13652.332,Regulatory T Cell
17623.041,13652.405,B Cell
17645.037,13672.312,Effector CD8+ αβ T Cell
17661.549,13666.184,Regulatory T Cell
17682.123,13661.163,CD141+ Myeloid Dendritic Cell
17604.545,13641.592,Memory B Cell
17568.512,13697.825,CD4+ αβ Memory T Cell
17593.303,13675.02,Effector CD4+ αβ T Cell
17658.75,13616.176,CD4+ αβ Memory T Cell
17597.383,13598.411,Hematopoietic Stem Cell
17614.592,13612.519,Memory B Cell
17631.744,13626.258,Innate Lymphoid Cell
17636.504,13598.685,Memory B Cell
17905.223,13505.396,B Cell
17879.26,13489.056,Memory B Cell
17890.545,13504.544,Memory B Cell
17889.195,13526.903,Memory B Cell
17857.053,13479.856,Memory B Cell
17805.238,13489.023,Naive B Cell
17817.928,13460.103,Memory B Cell
17841.783,13481.931,Memory B Cell
17855.607,13515.723,Naive B Cell
17834.152,13525.846,T Cell
17891.26,13468.289,Memory B Cell
17872.877,13468.921,Memory B Cell
17768.486,13521.39,B Cell
17749.885,13484.122,B Cell
17749.732,13527.678,Memory B Cell
17706.916,13506.982,Innate Lymphoid Cell
17682.674,13517.44,Memory B Cell
17725.178,13489.688,Effector CD8+ αβ T Cell
17664.89,13468.736,B Cell
17671.762,13494.608,Memory B Cell
17691.74,13484.043,B Cell
17700.49,13452.724,B Cell
17723.543,13469.801,Effector CD8+ αβ T Cell
17876.066,13551.733,Innate Lymphoid Cell
17861.53,13585.805,B Cell
17859.383,13540.311,Memory B Cell
17710.076,13560.572,Naive B Cell
17657.42,13586.15,Memory B Cell
17668.047,13544.9,Innate Lymphoid Cell
17689.006,13581.571,Memory B Cell
17773.344,13586.947,CD4+ αβ Memory T Cell
17735.797,13547.766,Regulatory T Cell
17756.982,13560.634,Effector CD4+ αβ T Cell
17776.24,13556.327,Effector CD4+ αβ T Cell
17834.014,13560.1875,Endothelial Cell
17817.457,13581.751,Memory B Cell
18228.717,13588.263,Naive Thymus Derived CD4+ αβ T Cell
18209.629,13530.592,Naive Thymus Derived CD4+ αβ T Cell
18219.47,13559.713,Endothelial Cell
18228.105,13534.265,B Cell
18195.305,13571.929,Naive B Cell
18178.408,13567.822,Memory B Cell
18179.941,13547.4375,Memory B Cell
18212.227,13463.53,Endothelial Cell
18191.469,13475.06,T Cell
18209.852,13487.772,Memory B Cell
18207.945,13508.159,B Cell
18165.723,13584.574,CD8+ αβ Memory T Cell
18148.512,13557.039,B Cell
18161.777,13567.669,Memory B Cell
18054.46,13553.094,Memory B Cell
18082.273,13555.101,Memory B Cell
18061.373,13573.329,B Cell
18067.621,13540.256,B Cell
18082.748,13579.298,Memory B Cell
18128.428,13575.126,B Cell
18101.018,13572.33,Memory B Cell
18109.354,13547.369,Memory B Cell
18130.824,13552.773,CD8+ αβ Memory T Cell
18166.918,13522.564,Macrophage
18109.908,13515.845,Memory B Cell
18130.174,13530.116,Endothelial Cell
18149.102,13528.052,Endothelial Cell
18097.416,13487.862,Memory B Cell
18057.387,13501.89,Memory B Cell
18071.088,13484.037,Memory B Cell
18083.61,13501.463,Memory B Cell
18151.795,13486.474,Naive Thymus Derived CD4+ αβ T Cell
18131.535,13492.104,Effector CD4+ αβ T Cell
18146.836,13507.084,Naive Thymus Derived CD4+ αβ T Cell
18089.041,13527.794,CD4+ αβ Memory T Cell
18006.81,13508.301,Memory B Cell
18019.193,13526.434,Memory B Cell
18041.318,13521.352,Memory B Cell
18065.352,13522.005,Memory B Cell
18012.045,13478.227,Memory B Cell
18037.584,13461.25,B Cell
18016.729,13455.748,Memory B Cell
18023.723,13501.932,Memory B Cell
18036.865,13484.694,Memory B Cell
18083.646,13465.004,B Cell
18058.203,13474.919,Hematopoietic Stem Cell
17990.781,13480.258,Memory B Cell
17966.66,13489.522,Hematopoietic Stem Cell
17975.803,13449.893,Memory B Cell
17938.863,13511.029,Memory B Cell
17922.69,13495.597,Memory B Cell
17923.414,13526.102,Naive B Cell
17939.889,13465.082,Memory B Cell
17946.639,13493.495,B Cell
17984.21,13500.858,Memory B Cell
17960.064,13514.594,Memory B Cell
17985.27,13519.329,Memory B Cell
18034.217,13565.19,Memory B Cell
18029.93,13590.893,Memory B Cell
18029.414,13539.909,B Cell
17939.354,13557.976,Hematopoietic Stem Cell
17903.44,13547.668,Memory B Cell
17916.781,13583.202,B Cell
17951.65,13575.682,Memory B Cell
17907.23,13568.041,Memory B Cell
17999.408,13536.102,Memory B Cell
17946.38,13533.722,Memory B Cell
17963.44,13548.742,B Cell
17975.033,13533.461,Memory B Cell
18012.627,13569.671,Regulatory T Cell
17969.395,13587.788,Memory B Cell
17982.922,13560.864,Memory B Cell
17993.908,13578.412,B Cell
18159.297,13675.815,CD8+ αβ Memory T Cell
18126.035,13671.993,Memory B Cell
18135.717,13689.26,Memory B Cell
18157.328,13695.724,Memory B Cell
18068.963,13706.989,Memory B Cell
18027.285,13724.527,Memory B Cell
18041.178,13698.259,Memory B Cell
18051.287,13722.077,Memory B Cell
18110.498,13685.74,Plasma Cell
18026.393,13683.26,Memory B Cell
18067.81,13684.168,Memory B Cell
18087.775,13685.244,Memory B Cell
18141.877,13709.092,B Cell
18090.041,13718.118,B Cell
18101.143,13706.063,B Cell
18121.287,13717.068,Memory B Cell
18008.998,13701.198,Memory B Cell
17985.717,13704.11,Memory B Cell
17993.402,13721.866,Naive B Cell
17799.943,13705.1045,Effector CD4+ αβ T Cell
17747.553,13705.437,Memory B Cell
17769.998,13717.431,CD8+ αβ Memory T Cell
17773.535,13684.519,B Cell
17876.344,13724.986,Endothelial Cell
17832.771,13678.983,Memory B Cell
17843.484,13701.358,Regulatory T Cell
17864.008,13672.695,CD4+ αβ Memory T Cell
17970.875,13688.924,Memory B Cell
17906.275,13695.936,Endothelial Cell
17931.281,13683.33,Endothelial Cell
17935.77,13715.65,Memory B Cell
17950.762,13698.599,Effector CD4+ αβ T Cell
17965.348,13719.253,Effector CD4+ αβ T Cell
18023.316,13614.775,Hematopoietic Stem Cell
17980.6,13604.227,Memory B Cell
17992.373,13621.893,Regulatory T Cell
18007.854,13602.343,Memory B Cell
17959.193,13660.965,Non Classical Monocyte
17870.338,13631.687,CD4+ αβ Memory T Cell
17865.213,13651.26,Regulatory T Cell
17891.12,13641.44,CD4+ αβ Memory T Cell
17908.055,13648.078,Innate Lymphoid Cell
17908.367,13672.302,Endothelial Cell
17956.203,13617.242,B Cell
17903.963,13617.746,Regulatory T Cell
17936.084,13622.601,CD4+ αβ Memory T Cell
18009.586,13635.381,CD8+ αβ Memory T Cell
17971.857,13631.363,Naive B Cell
17979.926,13645.2705,Memory B Cell
17980.553,13664.408,Memory B Cell
18001.008,13652.32,Effector CD4+ αβ T Cell
18114.408,13654.869,Memory B Cell
18049.248,13663.839,Memory B Cell
18072.363,13657.517,Memory B Cell
18093.406,13661.008,Memory B Cell
18080.248,13624.713,Memory B Cell
18036.666,13618.9375,Memory B Cell
18049.994,13594.939,Memory B Cell
18052.764,13632.583,Memory B Cell
18070.266,13595.169,Memory B Cell
18116.475,13602.755,Memory B Cell
18096.29,13597.216,Memory B Cell
18104.115,13629.795,Memory B Cell
18160.129,13755.345,B Cell
18124.004,13770.879,Memory B Cell
18126.994,13740.086,Memory B Cell
18137.477,13751.553,Memory B Cell
18148.832,13730.58,Memory B Cell
17946.492,13758.079,Macrophage
17902.541,13753.398,Effector CD4+ αβ T Cell
17918.748,13761.382,CD4+ αβ Memory T Cell
17942.434,13735.338,Regulatory T Cell
17983.703,13748.228,Memory B Cell
17965.084,13759.966,Type I NK T Cell
17966.371,13739.198,Innate Lymphoid Cell
18049.258,13774.968,Memory B Cell
17989.066,13770.971,Memory B Cell
18016.549,13779.779,Memory B Cell
18032.205,13745.314,Memory B Cell
18007.762,13756.815,Memory B Cell
18007.652,13733.639,Memory B Cell
18028.781,13763.725,Plasma Cell
18109.414,13736.107,Memory B Cell
18057.865,13761.998,Memory B Cell
18073.166,13737.451,Memory B Cell
18083.14,13755.965,B Cell
18103.223,13774.725,B Cell
18045.842,13891.996,B Cell
18006.027,13870.665,Memory B Cell
18021.312,13893.501,Naive B Cell
18040.889,13873.599,Hematopoietic Stem Cell
17973.512,13843.436,Memory B Cell
17947.979,13838.036,Regulatory T Cell
17989.486,13895.485,B Cell
17963.207,13891.833,CD8+ αβ Memory T Cell
17961.357,13862.406,B Cell
17983.102,13872.965,CD8+ αβ Memory T Cell
18013.648,13848.072,B Cell
18036.299,13842.41,Memory B Cell
18027.467,13862.954,Naive B Cell
17995.18,13843.885,Memory B Cell
18094.09,13801.486,Memory B Cell
18064.982,13797.747,Memory B Cell
18072.607,13819.1455,Memory B Cell
18077.812,13779.959,Naive B Cell
17943.98,13797.522,Endothelial Cell
17939.68,13822.739,Plasma Cell
18001.906,13795.475,CD4+ αβ Memory T Cell
17962.41,13810.543,Naive Thymus Derived CD4+ αβ T Cell
17978.998,13792.165,Memory B Cell
17981.53,13823.179,Memory B Cell
18048.83,13795.291,Memory B Cell
18034.252,13785.807,Memory B Cell
18052.875,13829.184,Memory B Cell
18018.87,13805.054,Memory B Cell
18019.945,13828.683,Memory B Cell
18038.012,13812.798,CD8+ αβ Memory T Cell
18137.422,13878.965,Memory B Cell
18094.264,13863.443,Regulatory T Cell
18101.469,13889.661,Memory B Cell
18115.436,13869.468,Memory B Cell
18078.55,13866.5205,Memory B Cell
18053.14,13855.752,Memory B Cell
18062.275,13877.307,B Cell
18078.314,13894.216,Memory B Cell
18134.37,13853.025,Memory B Cell
18067.932,13844.435,Memory B Cell
18088.97,13840.987,Memory B Cell
18110.955,13850.373,Memory B Cell
19845.229,14373.183,Stromal Cell
19784.389,14332.875,Naive Thymus Derived CD4+ αβ T Cell
19803.48,14315.986,Plasma Cell
19824.46,14303.632,B Cell
19820.008,14339.197,Plasma Cell
19834.73,14358.07,Stromal Cell
19970.254,14329.223,Memory B Cell
19909.877,14359.892,Stromal Cell
19927.992,14327.092,Plasma Cell
19946.484,14338.417,Naive Thymus Derived CD4+ αβ T Cell
19754.258,14279.608,Innate Lymphoid Cell
19715.781,14272.237,CD141+ Myeloid Dendritic Cell
19730.512,14280.96,CD8+ αβ Memory T Cell
19565.633,14248.95,Plasma Cell
19523.361,14269.19,Plasma Cell
19535.553,14293.028,Innate Lymphoid Cell
19541.549,14232.281,Plasma Cell
19647.969,14234.577,Plasma Cell
19622.857,14234.535,Innate Lymphoid Cell
19636.432,14248.287,Stromal Cell
19704.793,14252.351,B Cell
19670.547,14230.526,Plasma Cell
19690.904,14235.131,Memory B Cell
19674.309,14296.51,B Cell
19681.63,14259.613,Macrophage
19696.89,14280.447,Innate Lymphoid Cell
19736.344,14361.96,Stromal Cell
19688.97,14356.053,Memory B Cell
19706.969,14361.438,Stromal Cell
19729.018,14344.288,Macrophage
19756.785,14352.715,B Cell
19591.525,14331.999,Endothelial Cell
19524.389,14337.564,Stromal Cell
19548.318,14313.521,Stromal Cell
19554.604,14342.13,Stromal Cell
19571.574,14367.499,CD4+ αβ Memory T Cell
19688.27,14336.443,Stromal Cell
19619.412,14330.736,Innate Lymphoid Cell
19674.15,14323.0,Naive Thymus Derived CD4+ αβ T Cell
19740.488,14303.573,B Cell
19706.002,14334.056,Plasma Cell
19710.307,14307.766,Plasma Cell
19722.527,14326.423,Macrophage
19934.312,14279.442,Memory B Cell
19772.441,14283.33,Memory B Cell
19791.254,14279.942,Innate Lymphoid Cell
19853.146,14287.519,Innate Lymphoid Cell
19933.182,14300.856,CD8+ αβ Memory T Cell
19807.293,14232.256,CD8+ αβ Memory T Cell
19770.473,14265.322,Naive B Cell
19788.3,14258.751,Naive Thymus Derived CD4+ αβ T Cell
19786.293,14238.802,Plasma Cell
19873.305,14237.158,Memory B Cell
19827.047,14229.194,Effector CD4+ αβ T Cell
19837.04,14250.6875,Stromal Cell
19856.336,14250.245,Stromal Cell
19902.305,14247.75,B Cell
19895.625,14227.191,Endothelial Cell
19672.215,14129.501,Endothelial Cell
19575.914,14152.425,Endothelial Cell
19617.016,14142.158,Innate Lymphoid Cell
19635.232,14130.7295,Memory B Cell
19649.408,14151.122,Memory B Cell
19674.115,14151.745,Memory B Cell
19591.17,14174.71,B Cell
19530.273,14180.7705,B Cell
19529.988,14203.162,B Cell
19668.732,14171.035,CD4+ αβ Memory T Cell
19627.342,14189.036,Naive B Cell
19653.53,14212.742,Effector CD8+ αβ T Cell
19665.564,14194.016,Stromal Cell
19963.484,14190.101,Hematopoietic Stem Cell
19840.986,14223.528,CD4+ αβ Memory T Cell
19848.516,14184.548,Memory B Cell
19856.254,14214.4795,CD141+ Myeloid Dendritic Cell
19914.26,14221.886,Naive B Cell
19692.066,14168.606,Endothelial Cell
19684.27,14207.291,CD1c+ Myeloid Dendritic Cell
19690.12,14188.452,Endothelial Cell
19729.504,14132.369,Endothelial Cell
19693.354,14147.256,Endothelial Cell
19702.26,14125.99,Endothelial Cell
19790.021,14206.093,Memory B Cell
19717.744,14183.152,B Cell
19767.555,14224.178,Memory B Cell
19767.596,14201.361,Stromal Cell
19513.059,14296.809,Regulatory T Cell
19485.498,14289.156,Naive Thymus Derived CD4+ αβ T Cell
19499.41,14271.48,Plasma Cell
19508.303,14249.505,Plasma Cell
19417.906,14274.266,Stromal Cell
19427.537,14296.643,Stromal Cell
19452.996,14287.834,Plasma Cell
19460.635,14230.221,Plasma Cell
19466.943,14269.602,Endothelial Cell
19444.352,14261.09,Stromal Cell
19440.715,14237.495,Plasma Cell
19129.129,14333.091,Endothelial Cell
19067.37,14373.966,T Cell
19110.984,14364.84,Mast Cell
19114.615,14325.074,Naive Thymus Derived CD4+ αβ T Cell
19077.28,14236.119,Regulatory T Cell
19102.512,14268.449,B Cell
19084.158,14262.072,Macrophage
19104.988,14240.686,CD4+ αβ Memory T Cell
19114.158,14299.527,CD1c+ Myeloid Dendritic Cell
19096.514,14314.353,Effector CD4+ αβ T Cell
19347.387,14330.664,Endothelial Cell
19241.521,14329.077,Memory B Cell
19265.299,14332.982,Hematopoietic Stem Cell
19285.555,14327.019,B Cell
19282.965,14230.729,Macrophage
19336.62,14305.251,Macrophage
19213.496,14279.527,Endothelial Cell
19145.895,14342.243,Endothelial Cell
19158.018,14325.7,Endothelial Cell
19177.0,14335.568,Naive Thymus Derived CD4+ αβ T Cell
19198.656,14340.702,Effector CD8+ αβ T Cell
19199.908,14265.733,Memory B Cell
19199.443,14370.147,Hematopoietic Stem Cell
19167.045,14360.792,Endothelial Cell
19218.092,14356.022,Naive Thymus Derived CD4+ αβ T Cell
19287.238,14353.875,Macrophage
19315.797,14362.437,B Cell
19887.164,14436.443,Stromal Cell
19872.633,14386.139,CD4+ αβ Memory T Cell
19880.809,14409.738,Endothelial Cell
19930.336,14378.483,Hematopoietic Stem Cell
19903.053,14388.156,Endothelial Cell
19933.604,14403.956,Effector CD4+ αβ T Cell
19915.54,14413.046,Naive B Cell
19482.8,14426.815,Effector CD4+ αβ T Cell
19463.41,14435.2,T Cell
19480.918,14446.565,CD4+ αβ Memory T Cell
19479.42,14464.498,Innate Lymphoid Cell
19299.943,14409.366,Endothelial Cell
19267.316,14400.666,Macrophage
19297.334,14449.087,Macrophage
19296.654,14376.795,Macrophage
19223.9,14378.698,Innate Lymphoid Cell
19333.803,14382.878,Naive Thymus Derived CD4+ αβ T Cell
19258.67,14375.448,B Cell
19436.588,14411.457,CD1c+ Myeloid Dendritic Cell
19424.586,14381.299,Macrophage
19432.16,14451.683,Endothelial Cell
19435.357,14433.373,Non Classical Monocyte
