x_transformed,y_transformed,group
17616.191,19913.625,Memory B Cell
17539.596,19871.438,Memory B Cell
17494.172,19873.787,Hematopoietic Stem Cell
17506.377,19845.803,Plasma Cell
17514.824,19868.46,Regulatory T Cell
17521.871,19854.684,T Cell
17535.992,19845.23,Regulatory T Cell
17526.287,19908.562,Effector CD4+ αβ T Cell
17523.836,19887.469,Effector CD8+ αβ T Cell
17545.549,19902.123,Effector CD4+ αβ T Cell
17605.322,19876.373,B Cell
17556.086,19881.73,Endothelial Cell
17560.924,19844.121,Naive Thymus Derived CD4+ αβ T Cell
17604.732,19846.795,Hematopoietic Stem Cell
17481.873,19835.889,Memory B Cell
17478.342,19790.84,Regulatory T Cell
17485.201,19807.87,Naive Thymus Derived CD4+ αβ T Cell
17417.418,19820.955,Effector CD4+ αβ T Cell
17389.41,19813.77,Endothelial Cell
17405.64,19841.951,Innate Lymphoid Cell
17470.166,19816.453,Regulatory T Cell
17457.602,19843.484,Memory B Cell
17443.375,19815.355,CD8+ αβ Memory T Cell
17442.6,19796.834,Hematopoietic Stem Cell
17459.338,19825.705,Naive B Cell
17463.143,19800.898,Naive Thymus Derived CD4+ αβ T Cell
17344.846,19848.916,Innate Lymphoid Cell
17362.113,19864.943,Naive Thymus Derived CD4+ αβ T Cell
17380.17,19863.504,CD8+ αβ Memory T Cell
17324.393,19921.78,Macrophage
17346.918,19921.834,Memory B Cell
17375.799,19887.273,Innate Lymphoid Cell
17333.729,19883.992,Memory B Cell
17347.963,19903.371,Naive Thymus Derived CD4+ αβ T Cell
17361.201,19893.389,Regulatory T Cell
17398.805,19789.068,Naive Thymus Derived CD4+ αβ T Cell
17299.844,19794.111,CD4+ αβ Memory T Cell
17323.488,19792.047,Memory B Cell
17413.496,19799.744,Endothelial Cell
17267.03,19804.092,Memory B Cell
17248.432,19819.75,B Cell
17285.111,19808.266,Innate Lymphoid Cell
17249.158,19794.502,B Cell
17262.518,19833.959,Hematopoietic Stem Cell
17241.336,19848.64,Effector CD4+ αβ T Cell
17291.098,19841.236,CD4+ αβ Memory T Cell
17370.74,19821.93,Endothelial Cell
17388.55,19847.572,Innate Lymphoid Cell
17307.283,19809.793,Naive Thymus Derived CD4+ αβ T Cell
17361.482,19837.559,Effector CD4+ αβ T Cell
17466.809,19887.256,Effector CD4+ αβ T Cell
17433.324,19907.494,B Cell
17444.934,19887.55,B Cell
17418.68,19929.469,Memory B Cell
17397.61,19887.906,Naive Thymus Derived CD4+ αβ T Cell
17414.123,19898.045,Innate Lymphoid Cell
17448.777,19859.383,B Cell
17421.99,19863.373,Stromal Cell
17436.768,19875.111,CD8+ αβ Memory T Cell
17712.223,19978.543,Plasma Cell
17667.508,19968.854,T Cell
17641.81,19975.02,Naive Thymus Derived CD4+ αβ T Cell
17604.453,19990.184,Effector CD8+ αβ T Cell
17618.705,19970.57,T Cell
17625.098,19989.334,Naive Thymus Derived CD4+ αβ T Cell
17696.717,19944.176,Stromal Cell
17646.227,19948.934,Stromal Cell
17669.639,19948.75,Memory B Cell
17557.691,19926.16,Effector CD8+ αβ T Cell
17599.758,19926.404,Naive B Cell
17536.463,19927.172,CD4+ αβ Memory T Cell
17430.516,19965.855,Innate Lymphoid Cell
17385.283,19994.361,CD8+ αβ Memory T Cell
17403.324,19987.904,Naive Thymus Derived CD4+ αβ T Cell
17415.469,19976.018,Memory B Cell
17550.582,19980.148,Naive Thymus Derived CD4+ αβ T Cell
17477.883,19989.793,Mast Cell
17489.79,19969.508,Endothelial Cell
17521.133,19973.605,Plasma Cell
17550.617,19945.748,Naive Thymus Derived CD4+ αβ T Cell
17444.451,19955.297,Naive Thymus Derived CD4+ αβ T Cell
17449.354,19937.363,Memory B Cell
17537.857,19957.98,Naive Thymus Derived CD4+ αβ T Cell
19312.953,19726.217,CD4+ αβ Memory T Cell
19290.502,19724.783,Erythrocyte
19287.826,19741.271,Stromal Cell
19311.56,19744.16,Naive Thymus Derived CD4+ αβ T Cell
19210.229,19731.383,CD1c+ Myeloid Dendritic Cell
19187.629,19739.309,Innate Lymphoid Cell
19198.86,19712.693,CD8+ αβ Memory T Cell
19272.861,19718.049,CD8+ αβ Memory T Cell
19254.168,19708.926,Mature NK T Cell
19264.162,19740.268,Innate Lymphoid Cell
19065.299,19703.23,Naive Thymus Derived CD4+ αβ T Cell
19021.955,19742.0,CD8+ αβ Memory T Cell
19042.11,19720.797,Endothelial Cell
19044.6,19747.88,Stromal Cell
19064.076,19726.898,Stromal Cell
19025.146,19706.105,Plasma Cell
18998.686,19710.285,CD1c+ Myeloid Dendritic Cell
18954.334,19721.623,Macrophage
18975.541,19724.355,Memory B Cell
18985.111,19746.504,Endothelial Cell
19003.97,19744.584,Endothelial Cell
19062.168,19676.639,CD8+ αβ Memory T Cell
19048.26,19693.373,Effector CD4+ αβ T Cell
19030.225,19680.287,Plasma Cell
19204.441,19654.24,Naive Thymus Derived CD4+ αβ T Cell
19106.818,19645.002,T Cell
19124.783,19684.14,Memory B Cell
19163.084,19691.068,Endothelial Cell
19067.94,19647.414,Effector CD8+ αβ T Cell
19082.072,19660.82,CD8+ αβ Memory T Cell
19085.172,19633.033,Naive Thymus Derived CD4+ αβ T Cell
19103.053,19702.152,Hematopoietic Stem Cell
19084.943,19678.424,Memory B Cell
19089.78,19693.35,Endothelial Cell
19127.643,19729.129,Effector CD4+ αβ T Cell
19085.842,19721.516,Naive Thymus Derived CD4+ αβ T Cell
19112.418,19718.318,Memory B Cell
19268.504,19608.21,Memory B Cell
19238.86,19582.38,Regulatory T Cell
19246.762,19612.883,Naive Thymus Derived CD4+ αβ T Cell
19258.709,19593.67,Innate Lymphoid Cell
19175.209,19606.018,Innate Lymphoid Cell
19145.87,19584.404,Endothelial Cell
19165.404,19588.71,Effector CD4+ αβ T Cell
19219.98,19586.166,Naive Thymus Derived CD4+ αβ T Cell
19185.457,19622.607,Naive Thymus Derived CD4+ αβ T Cell
19195.53,19598.04,CD4+ αβ Memory T Cell
19205.82,19630.436,Innate Lymphoid Cell
18924.348,19609.537,Naive Thymus Derived CD4+ αβ T Cell
18936.781,19727.383,Intermediate Monocyte
18921.52,19717.984,Memory B Cell
18766.166,19751.139,Endothelial Cell
18778.627,19799.365,Endothelial Cell
18795.916,19812.223,Naive B Cell
18769.875,19779.385,Naive Thymus Derived CD4+ αβ T Cell
18837.19,19611.316,T Cell
18753.807,19603.963,Stromal Cell
18797.691,19684.28,T Cell
18841.38,19732.936,Memory B Cell
18823.912,19744.318,CD4+ αβ Memory T Cell
18860.254,19733.467,Plasma Cell
18810.959,19730.393,Regulatory T Cell
18883.393,19734.729,Memory B Cell
18891.486,19752.018,Naive Thymus Derived CD4+ αβ T Cell
18921.016,19744.824,Memory B Cell
18907.344,19732.621,Endothelial Cell
18679.553,19745.127,Innate Lymphoid Cell
18626.783,19760.633,Naive Thymus Derived CD4+ αβ T Cell
18631.455,19744.354,Regulatory T Cell
18640.225,19732.686,Naive Thymus Derived CD4+ αβ T Cell
18548.168,19753.586,Innate Lymphoid Cell
18534.373,19770.018,Macrophage
18532.15,19803.111,Naive Thymus Derived CD4+ αβ T Cell
18570.617,19726.31,Naive Thymus Derived CD4+ αβ T Cell
18531.83,19723.973,Endothelial Cell
18551.86,19727.74,Endothelial Cell
18611.775,19739.385,CD4+ αβ Memory T Cell
18573.387,19749.73,CD1c+ Myeloid Dendritic Cell
18589.387,19735.908,Memory B Cell
18591.748,19765.098,B Cell
18691.01,19658.146,Plasmacytoid Dendritic Cell
18655.924,19702.53,CD4+ αβ Memory T Cell
18662.166,19674.197,Endothelial Cell
18687.674,19699.787,Endothelial Cell
18602.982,19703.363,Naive Thymus Derived CD4+ αβ T Cell
18559.404,19707.65,CD4+ αβ Memory T Cell
18640.447,19710.762,Stromal Cell
18575.748,19702.262,Endothelial Cell
18588.771,19715.506,Memory B Cell
18624.562,19712.916,Memory B Cell
18638.176,19685.984,Plasma Cell
18613.895,19685.14,Naive Thymus Derived CD4+ αβ T Cell
18627.4,19664.52,Macrophage
18645.904,19609.348,B Cell
18563.63,19630.043,Naive Thymus Derived CD4+ αβ T Cell
18570.107,19610.996,Regulatory T Cell
18607.58,19620.182,Macrophage
18826.783,19719.086,Naive Thymus Derived CD4+ αβ T Cell
18782.822,19724.268,Naive Thymus Derived CD4+ αβ T Cell
18804.246,19714.574,Naive B Cell
18724.617,19680.285,Endothelial Cell
18699.525,19688.62,Plasma Cell
18704.52,19672.496,Naive Thymus Derived CD4+ αβ T Cell
18817.643,19696.342,Effector CD4+ αβ T Cell
18780.287,19703.98,Memory B Cell
18798.094,19698.457,Naive Thymus Derived CD4+ αβ T Cell
19055.941,19804.129,CD141+ Myeloid Dendritic Cell
19087.703,19841.209,Endothelial Cell
19068.78,19824.93,CD141+ Myeloid Dendritic Cell
19093.385,19812.049,Endothelial Cell
18957.297,19782.41,Macrophage
18883.186,19775.87,Effector CD4+ αβ T Cell
18903.586,19763.363,Endothelial Cell
18908.725,19784.53,Innate Lymphoid Cell
18942.287,19755.332,Naive Thymus Derived CD4+ αβ T Cell
18990.049,19862.88,Endothelial Cell
18901.898,19875.293,Stromal Cell
18928.744,19893.633,Memory B Cell
18951.799,19905.738,Memory B Cell
18952.523,19811.438,Endothelial Cell
18988.303,19899.918,Plasmacytoid Dendritic Cell
18812.305,19848.414,T Cell
18856.621,19886.738,B Cell
18832.582,19869.072,Memory B Cell
18837.465,19853.363,Innate Lymphoid Cell
18772.006,19828.803,Stromal Cell
18743.148,19780.83,Innate Lymphoid Cell
18757.893,19807.973,B Cell
18832.203,19809.088,Hematopoietic Stem Cell
18807.598,19757.729,CD1c+ Myeloid Dendritic Cell
18806.875,19827.46,Memory B Cell
18813.506,19796.63,CD141+ Myeloid Dendritic Cell
19265.906,19770.895,Naive Thymus Derived CD4+ αβ T Cell
19168.23,19775.44,Innate Lymphoid Cell
19184.898,19786.814,Naive B Cell
19251.018,19755.152,Memory B Cell
19238.828,19878.777,Naive Thymus Derived CD4+ αβ T Cell
19201.535,19891.344,Memory B Cell
19223.076,19898.291,Naive Thymus Derived CD4+ αβ T Cell
19256.082,19823.121,CD8+ αβ Memory T Cell
19258.498,19848.404,Effector CD4+ αβ T Cell
19180.86,19873.924,Naive B Cell
19136.117,19893.564,Innate Lymphoid Cell
19160.799,19874.432,Memory B Cell
19160.305,19897.229,Effector CD8+ αβ T Cell
19146.928,19851.793,Hematopoietic Stem Cell
19176.613,19890.672,Effector CD4+ αβ T Cell
19140.441,19833.434,B Cell
19053.115,19840.654,Memory B Cell
19113.734,19839.615,B Cell
19129.773,19817.426,Effector CD4+ αβ T Cell
19146.654,19778.154,Naive Thymus Derived CD4+ αβ T Cell
19038.002,19764.338,Naive Thymus Derived CD4+ αβ T Cell
19069.05,19764.568,Stromal Cell
19120.486,19750.494,CD1c+ Myeloid Dendritic Cell
19175.543,19804.86,Naive Thymus Derived CD4+ αβ T Cell
19160.47,19793.55,Innate Lymphoid Cell
19165.533,19835.734,Innate Lymphoid Cell
18565.762,19664.316,Memory B Cell
18537.107,19638.516,Memory B Cell
18542.084,19665.752,Memory B Cell
18554.852,19647.021,Endothelial Cell
18524.701,19691.975,Plasma Cell
18459.434,19694.83,Naive Thymus Derived CD4+ αβ T Cell
18505.164,19656.203,Naive B Cell
18552.275,19615.592,Innate Lymphoid Cell
18429.066,19610.75,Naive Thymus Derived CD4+ αβ T Cell
18491.42,19607.213,Endothelial Cell
18503.447,19628.096,Naive B Cell
18532.498,19615.244,B Cell
18314.527,19642.777,Effector CD8+ αβ T Cell
18278.72,19636.008,CD8+ αβ Memory T Cell
18280.45,19616.926,Effector CD4+ αβ T Cell
18295.041,19629.305,B Cell
18256.8,19627.48,Memory B Cell
18231.379,19633.53,Regulatory T Cell
18236.508,19617.592,Naive Thymus Derived CD4+ αβ T Cell
18265.764,19647.293,Naive Thymus Derived CD4+ αβ T Cell
18388.65,19676.168,Memory B Cell
18317.467,19659.803,Memory B Cell
18379.744,19692.973,Endothelial Cell
18365.654,19673.896,Hematopoietic Stem Cell
18296.408,19704.49,Naive B Cell
18276.738,19693.273,B Cell
18281.213,19717.984,Naive Thymus Derived CD4+ αβ T Cell
18296.266,19659.164,Hematopoietic Stem Cell
18245.934,19653.848,Effector CD4+ αβ T Cell
18254.367,19667.197,Effector CD4+ αβ T Cell
18276.873,19664.787,B Cell
18521.96,19744.38,B Cell
18464.404,19728.266,CD4+ αβ Memory T Cell
18464.543,19747.883,Naive Thymus Derived CD4+ αβ T Cell
18512.555,19760.164,B Cell
18266.75,19783.396,Endothelial Cell
18260.328,19742.736,Non Classical Monocyte
18262.645,19761.496,Innate Lymphoid Cell
18260.96,19802.75,Memory B Cell
18306.658,19750.986,Naive Thymus Derived CD4+ αβ T Cell
18284.658,19752.92,Endothelial Cell
18281.447,19736.084,Endothelial Cell
18382.096,19797.621,Stromal Cell
18284.992,19769.59,Memory B Cell
18299.068,19781.229,Memory B Cell
18312.412,19770.48,Plasma Cell
18263.51,19680.066,Memory B Cell
18195.021,19681.695,Macrophage
18211.459,19671.273,Naive Thymus Derived CD4+ αβ T Cell
18220.62,19686.848,Memory B Cell
18237.5,19674.99,Naive Thymus Derived CD4+ αβ T Cell
18215.701,19713.213,Memory B Cell
18166.97,19718.625,Naive Thymus Derived CD4+ αβ T Cell
18173.947,19696.373,Innate Lymphoid Cell
18185.64,19712.988,Memory B Cell
18201.357,19700.115,T Cell
18221.61,19651.771,Endothelial Cell
18190.383,19649.664,Regulatory T Cell
18179.018,19665.816,Regulatory T Cell
18254.29,19714.92,Naive Thymus Derived CD4+ αβ T Cell
18233.973,19699.27,Regulatory T Cell
18252.959,19695.516,Endothelial Cell
18146.72,19711.08,Stromal Cell
18121.355,19698.098,Memory B Cell
18130.623,19725.77,Memory B Cell
18090.025,19671.549,CD8+ αβ Memory T Cell
18062.777,19647.287,Naive Thymus Derived CD4+ αβ T Cell
18066.889,19685.37,Plasmacytoid Dendritic Cell
18108.426,19726.322,Stromal Cell
18065.355,19714.07,B Cell
18088.85,19694.705,Endothelial Cell
18091.857,19714.824,Memory B Cell
18145.318,19675.13,Memory B Cell
18120.127,19651.191,Innate Lymphoid Cell
18140.238,19693.48,Memory B Cell
18203.268,19629.486,CD4+ αβ Memory T Cell
18176.895,19617.102,CD4+ αβ Memory T Cell
18183.518,19631.879,Regulatory T Cell
18041.436,19637.742,Regulatory T Cell
18032.36,19610.48,Memory B Cell
18019.344,19624.184,Endothelial Cell
18103.006,19642.596,Hematopoietic Stem Cell
18062.803,19625.26,Endothelial Cell
18081.895,19642.11,Stromal Cell
18082.223,19616.434,Macrophage
18153.225,19612.396,B Cell
18135.67,19627.111,Hematopoietic Stem Cell
18142.92,19645.824,Memory B Cell
18153.479,19630.129,Hematopoietic Stem Cell
18167.826,19639.201,Naive Thymus Derived CD4+ αβ T Cell
18241.012,19740.854,Memory B Cell
18224.361,19748.172,B Cell
18229.227,19727.662,Naive Thymus Derived CD4+ αβ T Cell
18210.38,19732.957,CD8+ αβ Memory T Cell
18149.777,19734.285,Memory B Cell
18143.756,19750.854,Endothelial Cell
18185.766,19731.5,Naive Thymus Derived CD4+ αβ T Cell
18204.125,19750.463,Memory B Cell
18235.043,19765.31,Regulatory T Cell
18115.613,19772.055,Endothelial Cell
18212.645,19784.2,Stromal Cell
18193.87,19763.611,Naive B Cell
18189.4,19781.172,Plasma Cell
18213.54,19767.51,Macrophage
18544.867,19815.21,Naive Thymus Derived CD4+ αβ T Cell
18465.379,19888.293,Naive Thymus Derived CD4+ αβ T Cell
18491.318,19899.807,Memory B Cell
18390.236,19863.082,CD4+ αβ Memory T Cell
18356.947,19893.71,Effector CD4+ αβ T Cell
18383.902,19897.623,Memory B Cell
18355.418,19801.232,Naive Thymus Derived CD4+ αβ T Cell
18369.188,19839.027,Innate Lymphoid Cell
18393.365,19838.994,Naive Thymus Derived CD4+ αβ T Cell
18381.242,19820.969,Memory B Cell
18344.275,19876.445,T Cell
18300.855,19883.533,Endothelial Cell
18316.531,19905.422,Naive Thymus Derived CD4+ αβ T Cell
18322.275,19883.496,Regulatory T Cell
18335.135,19896.22,Innate Lymphoid Cell
18275.05,19860.246,Hematopoietic Stem Cell
18228.96,19868.635,T Cell
18255.195,19839.824,Plasma Cell
18267.182,19819.74,Innate Lymphoid Cell
18326.752,19848.174,B Cell
18311.523,19834.549,Naive B Cell
18319.258,19865.484,CD4+ αβ Memory T Cell
18189.92,19807.762,Intermediate Monocyte
18168.28,19813.55,B Cell
18173.043,19833.756,Naive Thymus Derived CD4+ αβ T Cell
18151.39,19823.523,Memory B Cell
18131.416,19815.018,CD8+ αβ Memory T Cell
18135.314,19836.732,Innate Lymphoid Cell
18181.863,19851.287,Memory B Cell
18159.588,19858.357,CD8+ αβ Memory T Cell
18167.924,19871.086,B Cell
18769.557,19955.475,Memory B Cell
18749.045,19982.982,Endothelial Cell
18769.16,19975.127,Naive Thymus Derived CD4+ αβ T Cell
18946.62,19992.07,CD1c+ Myeloid Dendritic Cell
18896.629,19986.023,Memory B Cell
18927.248,19913.21,T Cell
18821.504,19968.521,Stromal Cell
18787.074,19961.34,Regulatory T Cell
18795.229,19942.84,T Cell
18805.572,19958.22,Memory B Cell
18873.799,19974.373,Endothelial Cell
18856.285,19920.27,Naive Thymus Derived CD4+ αβ T Cell
18857.879,19964.832,CD8+ αβ Memory T Cell
18157.914,19986.518,Plasma Cell
18120.479,19987.697,Stromal Cell
17994.127,19974.174,Plasma Cell
18066.22,19978.031,Endothelial Cell
17988.62,19955.184,B Cell
17942.596,19920.48,B Cell
17957.346,19931.299,Naive B Cell
18301.957,19944.953,B Cell
18216.607,19948.51,T Cell
18241.533,19935.01,Naive Thymus Derived CD4+ αβ T Cell
18285.51,19929.24,CD4+ αβ Memory T Cell
18167.234,19922.277,Innate Lymphoid Cell
18126.32,19965.771,Naive Thymus Derived CD4+ αβ T Cell
18133.777,19949.99,Plasma Cell
18137.518,19924.168,T Cell
18150.94,19920.443,Naive Thymus Derived CD4+ αβ T Cell
18123.227,19932.717,Plasma Cell
18186.47,19938.527,B Cell
18191.703,19957.799,Naive Thymus Derived CD4+ αβ T Cell
18694.418,19969.543,Plasma Cell
18673.984,19967.574,Innate Lymphoid Cell
18677.926,19927.062,B Cell
18689.746,19948.115,Plasma Cell
18686.133,19985.49,Endothelial Cell
18648.861,19980.463,Naive B Cell
18669.006,19988.793,Endothelial Cell
18475.646,19919.604,T Cell
18406.328,19914.047,B Cell
18456.115,19924.61,B Cell
18460.11,19906.672,Memory B Cell
18381.043,19937.99,CD4+ αβ Memory T Cell
18347.377,19922.496,Innate Lymphoid Cell
18365.727,19910.418,B Cell
18380.08,19919.238,B Cell
18396.686,19940.264,Memory B Cell
18353.766,19952.977,B Cell
18364.871,19936.938,Naive Thymus Derived CD4+ αβ T Cell
18382.465,19961.055,Memory B Cell
18463.75,19939.557,B Cell
18411.414,19934.44,Memory B Cell
18425.244,19972.545,Endothelial Cell
18457.123,19959.4,Naive B Cell
18628.07,19963.367,Endothelial Cell
18549.86,19977.361,Plasma Cell
18548.322,19957.236,Regulatory T Cell
18587.258,19969.775,Stromal Cell
18528.47,19942.666,Endothelial Cell
18477.9,19959.793,Endothelial Cell
18490.71,19939.316,B Cell
18501.166,19958.143,B Cell
18527.21,19961.48,Innate Lymphoid Cell
18541.059,19915.793,Memory B Cell
18488.703,19919.43,Plasma Cell
18507.06,19917.37,Innate Lymphoid Cell
18517.73,19928.637,Endothelial Cell
18423.98,19996.71,Endothelial Cell
18479.541,19990.127,Intermediate Monocyte
18503.11,19993.387,Effector CD4+ αβ T Cell
19996.926,18861.748,Naive B Cell
19942.365,18888.838,Effector CD4+ αβ T Cell
19958.012,18899.303,CD8+ αβ Memory T Cell
19962.105,18877.469,Innate Lymphoid Cell
19973.943,18899.7,Naive Thymus Derived CD4+ αβ T Cell
19914.795,18899.736,Memory B Cell
19903.203,18881.275,Endothelial Cell
19761.352,18800.445,Regulatory T Cell
19704.184,18865.479,Naive Thymus Derived CD4+ αβ T Cell
19717.463,18847.596,Regulatory T Cell
19713.37,18793.008,T Cell
19711.041,18828.316,Mature NK T Cell
19728.125,18816.863,Naive Thymus Derived CD4+ αβ T Cell
19700.262,18806.596,Regulatory T Cell
19772.738,18767.203,Endothelial Cell
19745.2,18762.795,Memory B Cell
19763.154,18755.957,Memory B Cell
19808.613,18782.152,CD1c+ Myeloid Dendritic Cell
19790.752,18796.672,Naive Thymus Derived CD4+ αβ T Cell
19780.857,18783.508,Naive Thymus Derived CD4+ αβ T Cell
19798.879,18762.924,Endothelial Cell
19982.066,18803.135,Naive Thymus Derived CD4+ αβ T Cell
19939.115,18800.893,Endothelial Cell
19959.158,18808.625,Plasmacytoid Dendritic Cell
19959.959,18832.209,Macrophage
19935.81,18762.984,Naive Thymus Derived CD4+ αβ T Cell
19912.953,18761.771,CD1c+ Myeloid Dendritic Cell
19924.525,18788.46,Effector CD4+ αβ T Cell
19939.08,18777.492,Endothelial Cell
19963.0,18758.703,CD8+ αβ Memory T Cell
19954.59,18780.861,CD8+ αβ Memory T Cell
19972.78,18783.11,CD4+ αβ Memory T Cell
19730.143,18779.938,CD4+ αβ Memory T Cell
19635.854,18784.121,Macrophage
19658.68,18782.936,Mature NK T Cell
19685.129,18781.846,Naive Thymus Derived CD4+ αβ T Cell
19704.469,18773.371,CD4+ αβ Memory T Cell
19718.268,18759.643,Memory B Cell
19632.002,18816.666,Macrophage
19613.38,18808.137,Effector CD4+ αβ T Cell
19616.332,18830.943,Effector CD4+ αβ T Cell
19662.453,18836.166,Regulatory T Cell
19692.29,18840.385,Memory B Cell
19691.303,18820.537,Naive B Cell
18948.713,18830.707,Innate Lymphoid Cell
18953.773,18853.186,Hematopoietic Stem Cell
18970.195,18842.273,T Cell
18924.668,18901.146,Naive Thymus Derived CD4+ αβ T Cell
18898.064,18886.885,Memory B Cell
18927.217,18883.271,Stromal Cell
18926.025,18836.838,Macrophage
18856.379,18876.428,Effector CD4+ αβ T Cell
18875.018,18855.963,Naive Thymus Derived CD4+ αβ T Cell
18884.629,18871.346,Stromal Cell
18914.027,18870.906,Naive Thymus Derived CD4+ αβ T Cell
18911.836,18853.768,Naive Thymus Derived CD4+ αβ T Cell
18967.227,18871.617,T Cell
18943.23,18875.498,Regulatory T Cell
18945.488,18895.945,Memory B Cell
19378.855,18833.623,Naive Thymus Derived CD4+ αβ T Cell
19330.557,18831.645,Innate Lymphoid Cell
19361.766,18844.975,Plasma Cell
19015.559,18905.297,Regulatory T Cell
19191.508,18871.07,Plasmacytoid Dendritic Cell
19293.54,18848.723,CD4+ αβ Memory T Cell
19222.621,18897.281,CD4+ αβ Memory T Cell
19250.414,18868.059,CD8+ αβ Memory T Cell
19218.533,18851.904,Naive B Cell
19226.352,18832.738,Memory B Cell
19273.531,18843.443,Memory B Cell
19358.643,18896.486,Innate Lymphoid Cell
19310.596,18885.865,CD4+ αβ Memory T Cell
19331.832,18895.533,Naive Thymus Derived CD4+ αβ T Cell
19340.11,18874.88,Macrophage
19541.318,18773.582,Effector CD8+ αβ T Cell
19507.982,18756.588,Naive Thymus Derived CD4+ αβ T Cell
19515.012,18774.973,Memory B Cell
19530.324,18754.576,Naive Thymus Derived CD4+ αβ T Cell
19488.357,18792.371,Effector CD4+ αβ T Cell
19489.037,18756.889,Memory B Cell
19487.742,18773.031,CD4+ αβ Memory T Cell
19509.91,18793.455,Memory B Cell
19529.639,18793.338,CD4+ αβ Memory T Cell
19519.322,18812.023,Naive B Cell
19496.777,18858.156,Naive Thymus Derived CD4+ αβ T Cell
19496.83,18815.463,Memory B Cell
19506.305,18835.342,Naive Thymus Derived CD4+ αβ T Cell
19438.701,18839.807,Memory B Cell
19406.953,18830.088,CD4+ αβ Memory T Cell
19426.059,18824.514,Naive Thymus Derived CD4+ αβ T Cell
19440.326,18855.256,CD4+ αβ Memory T Cell
19421.26,18844.764,B Cell
19468.684,18806.217,Macrophage
19450.396,18832.146,Hematopoietic Stem Cell
19451.012,18814.152,Effector CD4+ αβ T Cell
19469.508,18859.809,Endothelial Cell
19477.652,18828.854,CD1c+ Myeloid Dendritic Cell
19483.252,18888.984,Effector CD4+ αβ T Cell
19380.91,18895.959,Stromal Cell
19449.166,18888.793,Hematopoietic Stem Cell
19459.643,18875.033,B Cell
19470.223,18900.58,Stromal Cell
19596.498,18842.062,Naive Thymus Derived CD4+ αβ T Cell
19526.877,18835.059,Memory B Cell
19538.85,18853.535,Regulatory T Cell
19546.838,18835.361,Stromal Cell
19562.758,18833.89,Innate Lymphoid Cell
19582.727,18824.531,Naive Thymus Derived CD4+ αβ T Cell
19547.25,18870.406,CD8+ αβ Memory T Cell
19529.188,18901.959,Endothelial Cell
19533.252,18882.445,Innate Lymphoid Cell
19557.486,18890.094,Regulatory T Cell
19553.33,18793.744,Macrophage
19550.639,18814.373,B Cell
19576.525,18797.107,Macrophage
19592.957,18806.648,Effector CD4+ αβ T Cell
19844.316,18674.291,Memory B Cell
19784.623,18691.861,CD4+ αβ Memory T Cell
19818.365,18701.088,Naive Thymus Derived CD4+ αβ T Cell
19838.13,18694.43,B Cell
19711.785,18671.434,Memory B Cell
19681.912,18694.902,Memory B Cell
19686.871,18670.77,Memory B Cell
19700.43,18657.371,Plasma Cell
19769.2,18693.016,Naive B Cell
19752.736,18708.482,CD4+ αβ Memory T Cell
19751.32,18685.186,B Cell
19755.346,18665.88,Memory B Cell
19671.012,18722.111,CD4+ αβ Memory T Cell
19616.654,18714.656,Memory B Cell
19630.994,18736.8,Regulatory T Cell
19638.363,18713.873,Effector CD4+ αβ T Cell
19649.5,18730.936,Naive Thymus Derived CD4+ αβ T Cell
19598.494,18741.793,Naive Thymus Derived CD4+ αβ T Cell
19560.617,18743.738,Innate Lymphoid Cell
19561.113,18723.312,Effector CD4+ αβ T Cell
19592.207,18726.826,Stromal Cell
19610.379,18693.117,Regulatory T Cell
19591.525,18652.754,Memory B Cell
19585.883,18682.447,Naive Thymus Derived CD4+ αβ T Cell
19592.682,18706.643,Memory B Cell
19601.385,18670.768,Endothelial Cell
19665.28,18678.21,Innate Lymphoid Cell
19644.09,18684.17,Naive Thymus Derived CD4+ αβ T Cell
19648.98,18659.086,Memory B Cell
19657.72,18702.775,Memory B Cell
19692.145,18642.574,CD1c+ Myeloid Dendritic Cell
19669.662,18651.107,Memory B Cell
19630.207,18656.547,Effector CD8+ αβ T Cell
19602.82,18618.379,B Cell
19604.486,18635.516,Regulatory T Cell
19624.07,18621.201,Macrophage
19611.178,18653.875,CD141+ Myeloid Dendritic Cell
19629.143,18638.115,CD4+ αβ Memory T Cell
19640.285,18589.922,Macrophage
19608.361,18602.19,Memory B Cell
19620.467,18590.05,Naive Thymus Derived CD4+ αβ T Cell
19683.307,18623.06,Innate Lymphoid Cell
19663.248,18625.271,Stromal Cell
19662.969,18588.9,Endothelial Cell
19807.836,18613.707,Innate Lymphoid Cell
19781.28,18587.361,Endothelial Cell
19790.732,18605.867,B Cell
19755.986,18614.678,Memory B Cell
19707.71,18600.69,Plasma Cell
19730.24,18602.445,Memory B Cell
19735.832,18621.488,Endothelial Cell
19796.408,18638.475,Innate Lymphoid Cell
19739.12,18648.266,Effector CD8+ αβ T Cell
19761.365,18649.23,Memory B Cell
19775.465,18637.387,Memory B Cell
19975.709,18709.342,CD4+ αβ Memory T Cell
19958.865,18711.914,Effector CD4+ αβ T Cell
19966.354,18679.492,Memory B Cell
19889.004,18691.69,Memory B Cell
19863.871,18698.613,Regulatory T Cell
19866.17,18679.29,B Cell
19880.379,18709.303,CD141+ Myeloid Dendritic Cell
19941.277,18713.012,Hematopoietic Stem Cell
19919.975,18707.836,Memory B Cell
