x_transformed,y_transformed,group
16571.486,20923.498,Proliferative Tumor Cells
16587.924,20901.27,Proliferative Tumor Cells
16650.09,20894.281,Tumor Cells
16640.549,20918.363,Proliferative Tumor Cells
16467.15,20920.816,Tumor Cells
16504.58,20883.434,Proliferative Tumor Cells
16450.875,20858.164,Tumor Cells
16556.525,20862.527,Macrophages
16586.861,20859.945,Tumor Cells
16649.752,20847.15,Proliferative Tumor Cells
16742.465,20894.043,Pericytes
16782.326,20899.205,Macrophages
16732.27,20858.848,Tumor Associated Endothelial Cells
16681.459,20842.428,Tumor Associated Fibroblasts
16703.877,20874.201,Pericytes
16714.48,20829.887,Tumor Associated Endothelial Cells
16774.889,20878.889,Macrophages
16788.703,20867.562,Proliferative Tumor Cells
16024.594,20869.064,SOX2-OT+ Tumor Cells
16016.095,21000.89,Tumor Associated Fibroblasts
16024.373,20851.072,Tumor Associated Fibroblasts
16033.021,20917.717,Tumor Associated Fibroblasts
16023.344,21048.049,Smooth Muscle Cells
16041.7705,20985.357,Macrophages
15939.827,20998.023,SOX2-OT+ Tumor Cells
15926.064,21055.54,Tumor Associated Endothelial Cells
15956.271,21043.309,Macrophages
15969.502,20986.61,Tumor Associated Fibroblasts
15986.66,21054.871,Smooth Muscle Cells
15981.613,20853.664,Tumor Associated Fibroblasts
15977.7,20929.846,Tumor Associated Fibroblasts
15991.389,20910.607,SOX2-OT+ Tumor Cells
15970.154,20902.986,Macrophages
15135.927,20883.72,Tumor Associated Endothelial Cells
15109.337,20898.646,SOX2-OT+ Tumor Cells
15087.964,20897.283,Stromal Associated Fibroblasts
15084.135,20877.074,SOX2-OT+ Tumor Cells
14950.616,20852.852,SOX2-OT+ Tumor Cells
15012.396,20866.2,Stromal Associated Endothelial Cells
15057.777,20864.51,SOX2-OT+ Tumor Cells
15005.546,20988.205,Tumor Associated Fibroblasts
14955.192,21075.34,T and NK Cells
14972.556,20994.996,Macrophages
15081.502,21010.744,Macrophages
15017.286,20942.016,Macrophages
15076.76,20958.422,T and NK Cells
15733.29,21071.027,SOX2-OT+ Tumor Cells
15716.18,21058.043,SOX2-OT+ Tumor Cells
15562.68,21060.545,Macrophages
15521.519,21037.682,Macrophages
15522.947,21059.393,Macrophages
15379.532,21060.658,SOX2-OT+ Tumor Cells
15540.801,21012.545,Tumor Associated Fibroblasts
15375.085,21015.656,Macrophages
15413.952,20996.818,Macrophages
15345.012,21021.844,Smooth Muscle Cells
15456.619,20928.104,Smooth Muscle Cells
15403.836,20950.16,Macrophages
15399.523,20906.162,Smooth Muscle Cells
15174.529,20876.791,Tumor Associated Fibroblasts
15193.584,20923.584,Macrophages
15218.765,20869.494,Macrophages
15194.733,20849.877,Stromal Associated Fibroblasts
15201.783,20897.04,Macrophages
15335.714,20870.27,Smooth Muscle Cells
15232.476,20882.611,Stromal Associated Fibroblasts
15254.009,20894.785,Macrophages
15311.148,20918.516,Smooth Muscle Cells
15279.71,20980.93,Smooth Muscle Cells
15346.81,20970.781,Macrophages
15260.64,20962.305,Smooth Muscle Cells
15312.78,20979.174,Smooth Muscle Cells
15819.308,20925.309,Stromal Associated Fibroblasts
15666.615,20911.65,T and NK Cells
15587.018,20913.02,Tumor Associated Fibroblasts
15893.92,20924.87,SOX2-OT+ Tumor Cells
15921.78,20910.871,
15537.99,20982.066,SOX2-OT+ Tumor Cells
15700.863,20977.49,Smooth Muscle Cells
15821.483,20994.861,Stromal Associated Fibroblasts
15769.381,21015.428,Smooth Muscle Cells
15813.802,21014.682,Stromal Associated Fibroblasts
15818.325,21041.758,Smooth Muscle Cells
15896.162,20977.863,Stromal Associated Fibroblasts
15894.941,21056.523,Tumor Associated Fibroblasts
15892.26,21035.006,Tumor Associated Fibroblasts
15772.369,20862.822,Tumor Associated Fibroblasts
15525.376,20879.26,SOX2-OT+ Tumor Cells
15680.032,20858.832,SOX2-OT+ Tumor Cells
15894.393,20873.877,Stromal Associated Fibroblasts
15826.635,20869.146,SOX2-OT+ Tumor Cells
16231.429,21050.123,Proliferative Tumor Cells
16228.723,21000.176,Tumor Associated Fibroblasts
16214.567,21027.324,Tumor Cells
16079.91,20965.877,Tumor Associated Fibroblasts
16073.462,21053.318,Stromal Associated Endothelial Cells
16067.553,21001.982,Tumor Associated Fibroblasts
16114.925,21059.057,T and NK Cells
16054.027,20950.73,SOX2-OT+ Tumor Cells
16145.08,20976.96,Tumor Associated Fibroblasts
16168.162,21027.273,Macrophages
16189.653,21015.668,Macrophages
16175.253,21064.395,T and NK Cells
16337.285,20965.125,Tumor Cells
16452.865,20964.95,Proliferative Tumor Cells
16272.8,21017.123,Tumor Cells
16290.272,21057.82,Proliferative Tumor Cells
16457.678,21039.783,Tumor Cells
16427.672,21017.48,Macrophages
16373.083,21021.176,Proliferative Tumor Cells
16431.22,20984.273,Tumor Cells
16281.075,20953.82,Proliferative Tumor Cells
16290.363,21004.416,Tumor Cells
16330.095,21043.502,Proliferative Tumor Cells
16349.414,21000.295,Proliferative Tumor Cells
16385.475,20906.617,Tumor Cells
16379.368,20886.514,Proliferative Tumor Cells
16388.451,20925.094,Tumor Cells
16168.906,20855.559,Macrophages
16081.768,20915.932,Tumor Associated Endothelial Cells
16096.773,20878.822,T and NK Cells
16154.927,20920.098,Tumor Associated Fibroblasts
16170.974,20881.514,Tumor Associated Fibroblasts
16231.715,20888.604,Tumor Cells
16202.11,20835.85,Tumor Cells
16209.757,20858.443,Tumor Cells
16188.908,20941.107,Tumor Associated Fibroblasts
16199.903,20888.814,Tumor Cells
16253.855,20908.28,Tumor Cells
16344.921,20898.074,Tumor Cells
16303.403,20901.9,Macrophages
16307.082,20931.824,Tumor Cells
16335.954,20923.396,Tumor Cells
16321.601,20868.217,Tumor Cells
16343.012,20842.68,Tumor Cells
16368.559,20856.998,Proliferative Tumor Cells
16398.807,20845.816,Proliferative Tumor Cells
17002.008,21057.648,Proliferative Tumor Cells
17063.367,21016.924,Tumor Cells
17088.8,20890.71,Macrophages
17027.385,20858.244,Pericytes
16865.113,20841.023,Proliferative Tumor Cells
16983.627,20859.625,Macrophages
16939.713,20895.129,Proliferative Tumor Cells
17252.31,20875.047,Pericytes
17216.975,20887.719,Pericytes
17230.84,20845.033,Tumor Associated Fibroblasts
17297.678,20872.46,Tumor Associated Fibroblasts
17251.572,20918.566,Macrophages
17277.297,20847.24,Tumor Associated Fibroblasts
17306.467,20900.9,Proliferative Tumor Cells
17176.389,20831.164,Tumor Associated Endothelial Cells
17145.11,20826.611,Stromal Associated Endothelial Cells
17143.148,20852.912,Tumor Associated Endothelial Cells
17175.287,20858.936,Pericytes
17121.139,20836.674,Pericytes
17070.525,20852.348,Tumor Associated Fibroblasts
17092.305,20837.418,Tumor Associated Fibroblasts
17122.656,20878.705,Tumor Associated Fibroblasts
17163.395,20925.96,Proliferative Tumor Cells
17120.793,20916.105,Proliferative Tumor Cells
17090.89,21015.389,Tumor Cells
17124.98,21038.715,Tumor Cells
17097.584,21049.559,Tumor Cells
17229.742,20951.7,Tumor Cells
17241.959,20988.816,Proliferative Tumor Cells
17213.615,20930.682,Proliferative Tumor Cells
17250.443,20960.848,Proliferative Tumor Cells
17241.19,20936.77,Proliferative Tumor Cells
17374.846,20810.617,Macrophages
17265.26,20818.256,Tumor Associated Fibroblasts
17290.232,20784.719,Tumor Associated Fibroblasts
17326.738,20806.787,Tumor Associated Fibroblasts
17236.834,20763.51,Tumor Associated Fibroblasts
17201.293,20828.99,Tumor Associated Endothelial Cells
17201.37,20773.121,Tumor Associated Fibroblasts
17218.547,20808.371,Pericytes
17248.412,20726.951,Macrophages
17346.332,20755.82,Tumor Associated Fibroblasts
17278.596,20758.096,Pericytes
17294.908,20735.92,Tumor Associated Fibroblasts
17321.287,20724.916,Tumor Associated Fibroblasts
17037.129,20622.209,Tumor Associated Fibroblasts
17043.371,20591.598,Macrophages
17089.512,20618.85,Tumor Associated Fibroblasts
17094.85,20684.23,SOX2-OT+ Tumor Cells
17065.8,20710.555,Tumor Associated Fibroblasts
17087.375,20663.727,Tumor Associated Fibroblasts
17150.121,20701.883,Proliferative Tumor Cells
17117.084,20697.684,Proliferative Tumor Cells
17179.34,20746.674,Proliferative Tumor Cells
17147.979,20744.264,Tumor Cells
17125.281,20772.217,Tumor Associated Fibroblasts
17099.057,20820.549,Tumor Associated Fibroblasts
17090.973,20786.6,Tumor Associated Fibroblasts
17120.717,20809.95,Pericytes
17165.475,20781.666,Pericytes
17147.639,20809.455,Tumor Associated Endothelial Cells
17173.758,20799.836,Pericytes
17362.348,20614.123,Tumor Associated Fibroblasts
17250.455,20616.838,Tumor Cells
17223.684,20606.582,Tumor Cells
17288.367,20673.598,Pericytes
17242.014,20668.088,Pericytes
17255.398,20700.629,Tumor Associated Fibroblasts
17270.06,20638.379,Macrophages
17150.76,20660.988,Tumor Associated Endothelial Cells
17174.932,20640.984,Proliferative Tumor Cells
17317.695,20651.012,Pericytes
17219.78,20638.139,Proliferative Tumor Cells
16842.475,20444.02,Proliferative Tumor Cells
16747.467,20489.951,Macrophages
16689.273,20497.492,Tumor Associated Fibroblasts
16716.371,20532.791,Tumor Associated Fibroblasts
16748.338,20438.543,Proliferative Tumor Cells
16687.355,20448.723,Tumor Associated Fibroblasts
16661.986,20412.744,Macrophages
16828.62,20475.871,Tumor Cells
16788.441,20466.8,Proliferative Tumor Cells
16810.078,20552.18,Tumor Associated Endothelial Cells
16795.441,20519.746,Tumor Associated Endothelial Cells
16835.201,20504.994,Tumor Associated Fibroblasts
16687.17,20557.977,Tumor Associated Fibroblasts
16626.959,20546.56,Tumor Associated Fibroblasts
16630.14,20476.912,Tumor Associated Fibroblasts
16665.209,20532.705,Tumor Associated Fibroblasts
16528.482,20492.648,Tumor Associated Fibroblasts
16569.158,20497.27,Macrophages
16476.57,20489.662,Tumor Associated Fibroblasts
16578.463,20532.412,Pericytes
16491.484,20539.55,Tumor Associated Endothelial Cells
16524.074,20556.328,Tumor Associated Endothelial Cells
16589.71,20468.365,Tumor Associated Fibroblasts
16507.004,20465.664,Tumor Associated Fibroblasts
16557.459,20462.828,Macrophages
16456.932,20411.129,Tumor Cells
16476.574,20425.617,Proliferative Tumor Cells
16506.238,20428.615,Tumor Cells
17042.041,20765.639,Tumor Associated Fibroblasts
16996.262,20815.727,Pericytes
17032.053,20804.88,Tumor Associated Fibroblasts
16939.674,20829.936,Proliferative Tumor Cells
16869.75,20811.49,Proliferative Tumor Cells
16904.475,20814.197,Proliferative Tumor Cells
16948.125,20759.46,Tumor Associated Fibroblasts
17050.56,20734.695,Tumor Associated Fibroblasts
17009.912,20718.01,Tumor Associated Fibroblasts
16855.89,20732.568,Tumor Associated Fibroblasts
16835.365,20775.291,Tumor Cells
16864.945,20782.342,Tumor Cells
16653.941,20815.514,Tumor Associated Fibroblasts
16594.932,20829.48,Tumor Cells
16618.639,20801.805,Tumor Cells
16770.447,20764.203,Macrophages
16652.664,20779.281,Tumor Associated Fibroblasts
16677.775,20743.11,Macrophages
16707.855,20763.672,Tumor Associated Fibroblasts
16842.432,20800.91,Tumor Cells
16740.096,20809.9,Tumor Associated Fibroblasts
16774.72,20795.809,SOX2-OT+ Tumor Cells
16779.578,20643.58,Tumor Associated Fibroblasts
16817.93,20686.389,Tumor Associated Fibroblasts
16803.104,20727.598,Tumor Associated Fibroblasts
16775.01,20678.201,Tumor Associated Fibroblasts
16685.586,20673.168,Macrophages
16637.027,20716.707,Macrophages
16739.781,20718.52,Macrophages
16731.943,20679.121,SOX2-OT+ Tumor Cells
16712.258,20678.168,Macrophages
16654.564,20661.121,Macrophages
16769.562,20592.0,Macrophages
16683.158,20610.97,Tumor Associated Fibroblasts
16711.174,20634.102,Tumor Associated Fibroblasts
16719.15,20600.982,Tumor Associated Fibroblasts
16746.637,20636.373,Tumor Associated Fibroblasts
17005.64,20583.842,Pericytes
16931.479,20548.182,Tumor Associated Fibroblasts
16929.607,20605.646,Pericytes
16961.227,20585.617,Pericytes
16907.957,20695.627,Proliferative Tumor Cells
16848.21,20640.781,Tumor Associated Fibroblasts
16901.03,20656.531,Macrophages
16910.85,20581.393,Tumor Associated Endothelial Cells
16834.924,20601.547,Tumor Associated Fibroblasts
16853.857,20574.76,Pericytes
16895.867,20611.496,Tumor Associated Fibroblasts
16942.814,20645.984,Tumor Associated Fibroblasts
16954.734,20624.375,Tumor Associated Fibroblasts
16962.95,20673.764,Tumor Associated Fibroblasts
16958.348,20705.111,Tumor Associated Fibroblasts
17012.582,20657.047,Tumor Associated Fibroblasts
17336.441,20414.916,Proliferative Tumor Cells
17319.9,20454.6,Proliferative Tumor Cells
17146.604,20371.38,Tumor Associated Fibroblasts
17233.045,20420.672,Proliferative Tumor Cells
17168.568,20442.28,Macrophages
17194.586,20425.748,Proliferative Tumor Cells
17200.453,20449.9,Proliferative Tumor Cells
17015.664,20456.506,Macrophages
16885.186,20443.545,Macrophages
16920.02,20459.291,Tumor Associated Fibroblasts
16950.69,20422.027,Tumor Associated Fibroblasts
16989.37,20416.41,Tumor Associated Fibroblasts
16880.639,20508.668,Tumor Associated Fibroblasts
16864.857,20555.16,Tumor Associated Endothelial Cells
16868.537,20531.686,Macrophages
16867.041,20476.363,Tumor Cells
16964.828,20471.902,Macrophages
16996.771,20545.152,Stromal Associated Endothelial Cells
16989.795,20517.24,Proliferative Tumor Cells
17001.49,20486.744,Macrophages
17133.592,20422.514,SOX2-OT+ Tumor Cells
17077.625,20406.34,Tumor Associated Fibroblasts
17077.2,20374.346,Tumor Associated Endothelial Cells
17104.072,20430.627,Tumor Associated Fibroblasts
17116.24,20360.31,Pericytes
17110.916,20387.885,Tumor Associated Endothelial Cells
16836.428,20410.438,Proliferative Tumor Cells
16751.027,20408.754,Proliferative Tumor Cells
16900.957,20380.27,Proliferative Tumor Cells
16870.594,20397.111,Proliferative Tumor Cells
16858.57,20354.207,Proliferative Tumor Cells
17045.455,20437.104,Pericytes
17023.443,20409.98,Tumor Associated Endothelial Cells
17041.992,20381.875,Tumor Associated Fibroblasts
17045.191,20408.527,Tumor Associated Endothelial Cells
17247.15,20550.004,Tumor Cells
17200.611,20542.305,Proliferative Tumor Cells
17225.895,20535.246,Tumor Cells
17021.883,20564.195,Pericytes
17090.018,20473.623,Proliferative Tumor Cells
17103.357,20457.89,Tumor Cells
17136.12,20484.383,Tumor Cells
17164.81,20514.86,Proliferative Tumor Cells
17241.959,20482.887,Proliferative Tumor Cells
17210.203,20504.504,Proliferative Tumor Cells
17218.623,20465.25,Proliferative Tumor Cells
17241.553,20511.96,Proliferative Tumor Cells
17402.205,19734.566,Tumor Cells
17329.186,19832.232,Proliferative Tumor Cells
17394.496,19808.621,Tumor Cells
17294.248,19791.818,Proliferative Tumor Cells
17137.705,19773.518,Tumor Cells
17114.39,19744.57,Tumor Cells
17034.717,19796.646,Proliferative Tumor Cells
17024.924,19828.887,Proliferative Tumor Cells
16888.723,19764.78,Proliferative Tumor Cells
16916.57,19777.807,Proliferative Tumor Cells
16940.63,19807.586,Tumor Cells
16949.84,19774.865,Proliferative Tumor Cells
16983.875,19807.176,Proliferative Tumor Cells
17028.44,19720.521,Proliferative Tumor Cells
16898.25,19676.137,Tumor Cells
16869.021,19668.732,Proliferative Tumor Cells
16886.752,19645.469,Macrophages
16949.783,19697.871,Proliferative Tumor Cells
16834.484,19705.865,Proliferative Tumor Cells
16888.014,19718.363,Proliferative Tumor Cells
16966.26,19679.318,Proliferative Tumor Cells
16932.273,19635.496,Tumor Cells
17094.871,19686.104,Proliferative Tumor Cells
17109.879,19665.648,Tumor Cells
17125.693,19729.994,Tumor Cells
17080.922,19718.008,Proliferative Tumor Cells
17220.834,19941.334,Proliferative Tumor Cells
17182.08,19965.504,Tumor Cells
17277.904,19952.152,Unassigned
17237.463,19968.814,Tumor Cells
17192.527,19981.127,Proliferative Tumor Cells
17144.215,19981.662,Tumor Cells
17167.521,19991.863,Proliferative Tumor Cells
17151.115,20011.422,Proliferative Tumor Cells
17183.307,20020.438,Proliferative Tumor Cells
17213.967,19991.41,Proliferative Tumor Cells
17310.936,20015.479,Unassigned
16761.877,20028.277,Macrophages
16777.79,19996.807,Proliferative Tumor Cells
16604.758,20021.11,Macrophages
16631.455,20030.033,Tumor Associated Fibroblasts
17094.867,19841.113,Proliferative Tumor Cells
16993.113,19860.56,Macrophages
17066.57,19868.053,Proliferative Tumor Cells
16811.098,19842.715,Macrophages
16953.35,19851.262,Proliferative Tumor Cells
16914.55,19920.816,Tumor Cells
17004.832,19970.129,Proliferative Tumor Cells
16931.035,19943.473,Proliferative Tumor Cells
16899.148,19938.06,Tumor Cells
17119.51,19995.004,Tumor Cells
17112.74,19960.186,Tumor Cells
17129.271,19969.559,SOX2-OT+ Tumor Cells
17018.988,20033.47,Proliferative Tumor Cells
17034.605,19982.234,Proliferative Tumor Cells
17012.992,19937.467,Proliferative Tumor Cells
17046.611,19963.46,Proliferative Tumor Cells
17060.223,19948.03,Tumor Cells
17096.344,20023.592,Proliferative Tumor Cells
17092.684,19970.525,Tumor Cells
17077.982,19983.188,Proliferative Tumor Cells
17288.908,19845.06,Proliferative Tumor Cells
17172.357,19863.637,Proliferative Tumor Cells
17111.936,19880.342,Proliferative Tumor Cells
17132.863,19859.111,Proliferative Tumor Cells
17138.521,19831.842,Macrophages
17199.424,19901.582,Proliferative Tumor Cells
17111.01,19920.184,Macrophages
17287.344,19889.246,Tumor Cells
17229.943,19909.174,Proliferative Tumor Cells
17266.05,19916.762,Proliferative Tumor Cells
16621.572,20150.81,Tumor Associated Fibroblasts
16580.707,20092.64,Macrophages
16589.338,20156.742,Macrophages
16483.434,20130.96,Proliferative Tumor Cells
16500.637,20158.273,Proliferative Tumor Cells
16512.459,20093.504,Proliferative Tumor Cells
16473.59,20113.295,Tumor Cells
16543.424,20101.428,Proliferative Tumor Cells
16537.09,20143.457,Proliferative Tumor Cells
16241.855,20133.746,Tumor Cells
16287.58,20149.389,Tumor Cells
16354.685,20045.498,Tumor Cells
16379.304,20065.207,Tumor Cells
16365.316,20175.105,Tumor Cells
16308.497,20157.898,Tumor Cells
16333.0205,20169.01,Proliferative Tumor Cells
16380.59,20101.893,Tumor Cells
16373.764,20140.357,Proliferative Tumor Cells
16347.414,20081.117,Proliferative Tumor Cells
16356.931,20115.84,Tumor Cells
16402.627,20118.148,Proliferative Tumor Cells
16396.982,20176.6,Proliferative Tumor Cells
16398.844,20081.871,SOX2-OT+ Tumor Cells
15543.357,20103.832,Proliferative Tumor Cells
15507.132,20163.156,Tumor Cells
15549.68,20149.416,Proliferative Tumor Cells
15516.363,20121.074,Proliferative Tumor Cells
15423.116,20096.58,Tumor Associated Fibroblasts
15371.84,20113.975,Tumor Associated Fibroblasts
15384.924,20070.207,Tumor Associated Fibroblasts
15410.526,20117.342,Macrophages
15449.069,20149.121,Malignant Cells Lining Cyst
15400.123,20146.771,Macrophages
15421.027,20163.955,Tumor Cells
15442.262,20185.924,Tumor Cells
15461.429,20115.945,Tumor Associated Fibroblasts
15481.564,20098.018,Tumor Associated Fibroblasts
15508.52,20092.746,Macrophages
15190.634,20057.338,Macrophages
15084.086,20073.242,Tumor Associated Fibroblasts
15010.017,20150.715,Tumor Associated Fibroblasts
14952.784,20154.715,Tumor Associated Fibroblasts
15010.167,20201.645,Tumor Associated Fibroblasts
15060.325,20160.111,Tumor Associated Fibroblasts
14977.61,20148.945,Pericytes
14948.939,20120.316,Tumor Associated Endothelial Cells
14952.671,20091.23,SOX2-OT+ Tumor Cells
15170.506,20103.682,Tumor Associated Fibroblasts
15097.899,20136.469,Tumor Associated Fibroblasts
15112.712,20122.049,Pericytes
15133.729,20114.408,Tumor Associated Endothelial Cells
15165.336,20196.928,Pericytes
15148.026,20170.8,Stromal Associated Fibroblasts
15171.8,20149.428,Tumor Associated Fibroblasts
15385.659,20188.543,Proliferative Tumor Cells
15311.086,20137.393,Proliferative Tumor Cells
15341.583,20183.639,Proliferative Tumor Cells
15349.6,20139.531,Proliferative Tumor Cells
15371.271,20166.979,Proliferative Tumor Cells
15239.311,20164.463,Malignant Cells Lining Cyst
15199.175,20209.596,Pericytes
15224.791,20191.494,Malignant Cells Lining Cyst
15216.946,20124.05,Malignant Cells Lining Cyst
15192.397,20127.5,Malignant Cells Lining Cyst
15258.749,20137.281,Malignant Cells Lining Cyst
15227.999,20095.506,Malignant Cells Lining Cyst
15285.272,20102.408,Macrophages
15327.077,20071.502,Pericytes
15516.096,20284.596,Macrophages
15510.836,20232.941,Macrophages
15500.849,20256.086,Macrophages
15489.926,20340.842,Tumor Associated Fibroblasts
15440.854,20333.28,Tumor Cells
15451.122,20352.164,Proliferative Tumor Cells
15460.641,20319.684,Proliferative Tumor Cells
15467.518,20229.707,Proliferative Tumor Cells
15462.678,20281.818,Inflammatory Tumor Cells
15438.374,20248.17,Proliferative Tumor Cells
15057.29,20348.912,SOX2-OT+ Tumor Cells
14987.8545,20361.912,Smooth Muscle Cells
15031.132,20311.0,Tumor Associated Fibroblasts
15178.765,20254.51,Tumor Associated Fibroblasts
15153.98,20273.54,Tumor Associated Fibroblasts
15150.31,20327.36,SOX2-OT+ Tumor Cells
15167.953,20318.66,Tumor Associated Fibroblasts
15097.847,20319.14,Tumor Associated Fibroblasts
15107.058,20358.578,Smooth Muscle Cells
15131.63,20341.914,Tumor Associated Fibroblasts
15131.682,20302.342,Tumor Associated Fibroblasts
15101.58,20224.348,Pericytes
15015.878,20255.29,Tumor Associated Fibroblasts
15047.566,20223.645,Macrophages
15061.958,20213.629,Stromal Associated Endothelial Cells
15100.649,20278.418,Tumor Associated Fibroblasts
15274.314,20202.252,Tumor Cells
15300.466,20231.756,Tumor Cells
15321.433,20212.299,Proliferative Tumor Cells
15324.355,20235.564,Tumor Cells
15281.662,20316.21,Tumor Associated Fibroblasts
15194.467,20312.428,Tumor Associated Fibroblasts
15226.901,20323.43,Tumor Associated Fibroblasts
15205.634,20356.09,Pericytes
15241.678,20357.564,Pericytes
15238.151,20255.156,Proliferative Tumor Cells
15209.359,20282.557,Tumor Associated Fibroblasts
15314.296,20305.852,Unassigned
15336.994,20332.047,Tumor Associated Fibroblasts
15379.306,20365.3,Tumor Associated Fibroblasts
15373.786,20313.549,Tumor Associated Fibroblasts
15419.788,20324.463,Proliferative Tumor Cells
15368.564,20280.79,Tumor Cells
15367.638,20256.635,Macrophages
15409.132,20249.21,Proliferative Tumor Cells
15416.543,20180.047,Tumor Cells
15868.404,20280.268,Tumor Cells
15829.625,20220.236,Tumor Associated Fibroblasts
15858.376,20191.602,Unassigned
15666.086,20301.348,Tumor Associated Fibroblasts
15676.138,20341.113,Tumor Associated Fibroblasts
15514.564,20351.191,Macrophages
15551.855,20365.615,Tumor Cells
15572.49,20311.572,Macrophages
15626.544,20316.898,Pericytes
15598.228,20341.521,Stromal Associated Endothelial Cells
15615.119,20341.398,Tumor Associated Fibroblasts
15626.561,20288.268,Tumor Associated Endothelial Cells
15735.193,20267.047,Smooth Muscle Cells
15713.924,20282.057,Macrophages
15763.936,20265.752,Tumor Associated Endothelial Cells
15793.534,20271.107,Macrophages
15546.934,20234.977,Macrophages
15486.235,20303.475,Tumor Associated Fibroblasts
15598.997,20286.447,Proliferative Tumor Cells
15553.912,20282.418,Tumor Cells
15538.184,20200.238,Proliferative Tumor Cells
15484.549,20201.893,Macrophages
15506.534,20205.064,Macrophages
15579.212,20197.422,Proliferative Tumor Cells
15695.045,20204.822,Tumor Associated Fibroblasts
15656.053,20245.082,Tumor Associated Fibroblasts
15673.435,20198.045,SOX2-OT+ Tumor Cells
15754.771,20227.203,SOX2-OT+ Tumor Cells
15724.6,20243.793,Pericytes
15771.706,20228.66,SOX2-OT+ Tumor Cells
15842.469,20279.82,Tumor Associated Fibroblasts
15916.937,20339.504,Tumor Cells
15759.955,20349.646,T and NK Cells
15730.345,20359.93,Stromal Associated Endothelial Cells
15743.836,20316.17,Tumor Associated Endothelial Cells
15770.565,20307.871,Tumor Associated Fibroblasts
15774.074,20367.766,T and NK Cells
15786.588,20333.197,Macrophages
15844.52,20336.148,Tumor Associated Fibroblasts
15805.478,20361.6,Tumor Associated Fibroblasts
16072.885,20119.916,Proliferative Tumor Cells
16025.978,20052.984,Proliferative Tumor Cells
16051.17,20070.527,Tumor Cells
16082.397,20077.016,Macrophages
16180.394,20095.6,Proliferative Tumor Cells
16109.874,20103.178,Proliferative Tumor Cells
16144.185,20093.707,Tumor Cells
16067.392,20165.768,Proliferative Tumor Cells
15731.139,20202.85,Stromal Associated Endothelial Cells
15763.189,20197.025,Stromal Associated Endothelial Cells
15784.315,20196.355,Tumor Associated Fibroblasts
15625.708,20114.477,Tumor Associated Fibroblasts
15566.251,20122.758,Proliferative Tumor Cells
15573.566,20069.672,Proliferative Tumor Cells
15596.675,20090.482,Tumor Associated Fibroblasts
15718.667,20109.41,Macrophages
15656.164,20079.232,Tumor Associated Fibroblasts
15690.398,20074.797,Macrophages
15687.981,20113.068,Tumor Associated Fibroblasts
15696.905,20089.88,Macrophages
15691.897,20144.307,Pericytes
15590.379,20147.84,Proliferative Tumor Cells
15617.954,20182.717,Tumor Associated Fibroblasts
15729.493,20171.016,Pericytes
15736.808,20138.23,Pericytes
15656.706,20164.244,Macrophages
15835.109,20155.434,Tumor Associated Fibroblasts
15866.501,20135.547,Macrophages
15883.913,20116.473,Tumor Associated Fibroblasts
15801.691,20120.037,Macrophages
15769.242,20156.416,Pericytes
15749.65,20099.932,Tumor Associated Endothelial Cells
15787.27,20127.525,Macrophages
15771.424,20062.9,Tumor Associated Fibroblasts
15778.596,20096.531,T and NK Cells
15808.785,20095.598,Tumor Associated Fibroblasts
15807.448,20051.857,Tumor Associated Fibroblasts
15849.102,20089.928,Tumor Associated Fibroblasts
16034.275,20103.467,Proliferative Tumor Cells
15962.108,20096.0,Tumor Cells
15976.53,20068.584,Tumor Cells
16004.282,20075.668,Proliferative Tumor Cells
15943.362,20062.541,Proliferative Tumor Cells
15954.031,20133.932,Tumor Cells
15932.859,20154.658,Proliferative Tumor Cells
15931.551,20113.473,Proliferative Tumor Cells
15970.496,20187.184,Proliferative Tumor Cells
16109.702,20324.16,Tumor Associated Fibroblasts
16270.15,20307.127,Tumor Associated Fibroblasts
16008.109,20350.695,Proliferative Tumor Cells
16023.17,20279.148,Macrophages
16024.631,20311.295,Proliferative Tumor Cells
16001.376,20296.885,Proliferative Tumor Cells
16074.008,20289.637,Tumor Associated Fibroblasts
16221.51,20257.691,Tumor Associated Fibroblasts
16243.992,20233.818,Proliferative Tumor Cells
16244.968,20203.248,Tumor Cells
16051.638,20258.092,Macrophages
16186.361,20231.332,Pericytes
16192.975,20260.61,Tumor Associated Endothelial Cells
16165.38,20257.129,Tumor Associated Endothelial Cells
16160.655,20235.04,Pericytes
16280.569,20184.527,Proliferative Tumor Cells
16450.076,20273.51,Macrophages
16360.284,20283.07,Proliferative Tumor Cells
16368.934,20243.887,Proliferative Tumor Cells
16408.092,20231.916,Proliferative Tumor Cells
16145.119,19676.03,Macrophages
16087.785,19719.6,Tumor Cells
16101.123,19743.357,Tumor Cells
16082.754,19692.697,Proliferative Tumor Cells
16081.863,19665.967,Proliferative Tumor Cells
16024.089,19705.041,Tumor Cells
16069.496,19739.22,Tumor Cells
15999.709,19719.861,Tumor Cells
15975.956,19746.951,Tumor Cells
16102.317,19829.045,Tumor Cells
16069.52,19835.291,Macrophages
16081.512,19849.281,Macrophages
15333.1,19684.713,T and NK Cells
15267.543,19710.582,T and NK Cells
15260.628,19742.668,Macrophages
15288.662,19738.734,Tumor Associated Fibroblasts
15235.021,19731.857,Macrophages
15236.739,19687.635,Macrophages
15240.861,19657.227,Macrophages
15305.915,19711.912,Tumor Associated Fibroblasts
15311.717,19695.568,T and NK Cells
